id,name,type,format,generatedBy,scopeId,fileKey,fileUrl,parameters,createdAt,programId
450008,Team Report,manager,excel,2,,reports/2/1773677629805-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:13:47,
450009,Test Admin Report,admin,excel,1,,reports/1/1773678505303-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:28:23,
450010,Test Manager Report,manager,excel,1,,reports/1/1773678507392-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:28:25,
450011,Test Individual Report,individual,excel,1,30001,reports/1/1773678507913-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:28:27,
450012,Team Report,manager,excel,2,,reports/2/1773678510017-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:28:27,
450013,Test Admin Report,admin,excel,1,,reports/1/1773679006873-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:36:44,
450014,Test Manager Report,manager,excel,1,,reports/1/1773679009106-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:36:46,
450015,Test Individual Report,individual,excel,1,30001,reports/1/1773679009661-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:36:49,
450016,Team Report,manager,excel,2,,reports/2/1773679011830-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:36:49,
450017,Test Admin Report,admin,excel,1,,reports/1/1773683851430-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 17:57:29,
450018,Test Manager Report,manager,excel,1,,reports/1/1773683853648-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 17:57:31,
450019,Test Individual Report,individual,excel,1,30001,reports/1/1773683854210-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 17:57:33,
450020,Team Report,manager,excel,2,,reports/2/1773683856431-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 17:57:34,
450021,Test Admin Report,admin,excel,1,,reports/1/1773687357019-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 18:55:54,
450022,Test Manager Report,manager,excel,1,,reports/1/1773687359149-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 18:55:57,
450023,Test Individual Report,individual,excel,1,30001,reports/1/1773687359674-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 18:55:59,
450024,Team Report,manager,excel,2,,reports/2/1773687361727-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 18:55:59,
450025,Test Admin Report,admin,excel,1,,reports/1/1773688455416-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 19:14:13,
450026,Test Manager Report,manager,excel,1,,reports/1/1773688457638-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 19:14:15,
450027,Test Individual Report,individual,excel,1,30001,reports/1/1773688458190-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 19:14:17,
450028,Team Report,manager,excel,2,,reports/2/1773688460323-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 19:14:18,
450029,Test Admin Report,admin,excel,1,,reports/1/1773697325455-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 21:42:03,
450030,Test Manager Report,manager,excel,1,,reports/1/1773697327601-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 21:42:05,
450031,Test Individual Report,individual,excel,1,30001,reports/1/1773697328149-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 21:42:07,
450032,Team Report,manager,excel,2,,reports/2/1773697330234-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 21:42:08,
450033,Test Admin Report,admin,excel,1,,reports/1/1773697664210-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 21:47:41,
450034,Test Manager Report,manager,excel,1,,reports/1/1773697666390-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 21:47:44,
450035,Test Individual Report,individual,excel,1,30001,reports/1/1773697666941-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 21:47:46,
450036,Team Report,manager,excel,2,,reports/2/1773697669065-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 21:47:47,
450037,Test Admin Report,admin,excel,1,,reports/1/1773698152107-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 21:55:49,
450038,Test Manager Report,manager,excel,1,,reports/1/1773698154248-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 21:55:52,
450039,Test Individual Report,individual,excel,1,30001,reports/1/1773698154767-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 21:55:54,
450040,Team Report,manager,excel,2,,reports/2/1773698156896-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 21:55:54,
450041,Test Admin Report,admin,excel,1,,reports/1/1773699555206-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:19:12,
450042,Test Manager Report,manager,excel,1,,reports/1/1773699557415-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:19:15,
450043,Test Individual Report,individual,excel,1,30001,reports/1/1773699557956-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:19:17,
450044,Team Report,manager,excel,2,,reports/2/1773699560101-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:19:18,
450045,Test Admin Report,admin,excel,1,,reports/1/1773699768649-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:22:46,
450046,Test Manager Report,manager,excel,1,,reports/1/1773699770907-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:22:48,
450047,Test Individual Report,individual,excel,1,30001,reports/1/1773699771460-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:22:50,
450048,Team Report,manager,excel,2,,reports/2/1773699773662-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:22:51,
450049,Test Admin Report,admin,excel,1,,reports/1/1773700129432-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:28:47,
450050,Test Manager Report,manager,excel,1,,reports/1/1773700131603-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:28:49,
450051,Test Individual Report,individual,excel,1,30001,reports/1/1773700132148-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:28:51,
450052,Team Report,manager,excel,2,,reports/2/1773700134273-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:28:52,
450053,Test Admin Report,admin,excel,1,,reports/1/1773700807546-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:40:05,
450054,Test Manager Report,manager,excel,1,,reports/1/1773700809695-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:40:07,
450055,Test Individual Report,individual,excel,1,30001,reports/1/1773700810224-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:40:09,
450056,Team Report,manager,excel,2,,reports/2/1773700812303-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 22:40:10,
450057,Test Admin Report,admin,excel,1,,reports/1/1773708857498-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 00:54:15,
450058,Test Manager Report,manager,excel,1,,reports/1/1773708859853-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 00:54:17,
450059,Test Individual Report,individual,excel,1,30001,reports/1/1773708860422-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 00:54:19,
450060,Team Report,manager,excel,2,,reports/2/1773708862753-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 00:54:20,
450061,Test Admin Report,admin,excel,1,,reports/1/1773710820069-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 01:26:57,
450062,Test Manager Report,manager,excel,1,,reports/1/1773710822296-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 01:27:00,
450063,Test Individual Report,individual,excel,1,30001,reports/1/1773710822827-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 01:27:02,
450064,Team Report,manager,excel,2,,reports/2/1773710825018-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 01:27:02,
450065,Test Admin Report,admin,excel,1,,reports/1/1773712297505-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 01:51:35,
450066,Test Manager Report,manager,excel,1,,reports/1/1773712299948-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 01:51:37,
450067,Test Individual Report,individual,excel,1,30001,reports/1/1773712300523-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 01:51:40,
450068,Team Report,manager,excel,2,,reports/2/1773712302895-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 01:51:40,
450069,Test Admin Report,admin,excel,1,,reports/1/1773712880895-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 02:01:18,
450070,Test Manager Report,manager,excel,1,,reports/1/1773712883282-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 02:01:20,
450071,Test Individual Report,individual,excel,1,30001,reports/1/1773712883844-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 02:01:23,
450072,Team Report,manager,excel,2,,reports/2/1773712886168-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 02:01:23,
450073,Test Admin Report,admin,excel,1,,reports/1/1773713346685-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 02:09:04,
450074,Test Manager Report,manager,excel,1,,reports/1/1773713349010-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 02:09:06,
450075,Test Individual Report,individual,excel,1,30001,reports/1/1773713349576-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 02:09:09,
450076,Team Report,manager,excel,2,,reports/2/1773713351848-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 02:09:09,
480001,Test Admin Report,admin,excel,1,,reports/1/1773744221930-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 10:43:39,
480002,Test Manager Report,manager,excel,1,,reports/1/1773744224227-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 10:43:42,
480003,Test Individual Report,individual,excel,1,30001,reports/1/1773744224764-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 10:43:44,
480004,Team Report,manager,excel,2,,reports/2/1773744227008-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 10:43:44,
510001,Test Admin Report,admin,excel,1,,reports/1/1773755167834-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 13:46:05,
510002,Test Manager Report,manager,excel,1,,reports/1/1773755169993-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 13:46:07,
510003,Test Individual Report,individual,excel,1,30001,reports/1/1773755170536-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 13:46:10,
510004,Team Report,manager,excel,2,,reports/2/1773755172653-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 13:46:10,
510005,Test Admin Report,admin,excel,1,,reports/1/1773755647423-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 13:54:05,
510006,Test Manager Report,manager,excel,1,,reports/1/1773755649586-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 13:54:07,
510007,Test Individual Report,individual,excel,1,30001,reports/1/1773755650124-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 13:54:09,
510008,Team Report,manager,excel,2,,reports/2/1773755652204-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 13:54:10,
510009,Test Admin Report,admin,excel,1,,reports/1/1773785450849-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 22:10:48,
510010,Test Manager Report,manager,excel,1,,reports/1/1773785453029-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 22:10:50,
510011,Test Individual Report,individual,excel,1,30001,reports/1/1773785453604-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 22:10:53,
510012,Team Report,manager,excel,2,,reports/2/1773785455810-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 22:10:53,
510013,Test Admin Report,admin,excel,1,,reports/1/1773788247860-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 22:57:25,
510014,Test Manager Report,manager,excel,1,,reports/1/1773788250183-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 22:57:27,
510015,Test Individual Report,individual,excel,1,30001,reports/1/1773788250714-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 22:57:30,
510016,Team Report,manager,excel,2,,reports/2/1773788252927-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 22:57:30,
510017,Test Admin Report,admin,excel,1,,reports/1/1773789148949-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:12:26,
510018,Test Manager Report,manager,excel,1,,reports/1/1773789151201-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:12:29,
510019,Test Individual Report,individual,excel,1,30001,reports/1/1773789151763-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:12:31,
510020,Team Report,manager,excel,2,,reports/2/1773789153969-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:12:31,
510021,Test Admin Report,admin,excel,1,,reports/1/1773790634860-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:37:12,
510022,Test Manager Report,manager,excel,1,,reports/1/1773790637106-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:37:14,
510023,Test Individual Report,individual,excel,1,30001,reports/1/1773790637662-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:37:17,
510024,Team Report,manager,excel,2,,reports/2/1773790639850-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:37:17,
510025,Test Admin Report,admin,excel,1,,reports/1/1773790663396-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:37:40,
510026,Test Manager Report,manager,excel,1,,reports/1/1773790665724-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:37:43,
510027,Test Individual Report,individual,excel,1,30001,reports/1/1773790666286-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:37:45,
510028,Team Report,manager,excel,2,,reports/2/1773790668562-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:37:46,
510029,Test Admin Report,admin,excel,1,,reports/1/1773791290358-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:48:07,
510030,Test Manager Report,manager,excel,1,,reports/1/1773791292651-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:48:10,
510031,Test Individual Report,individual,excel,1,30001,reports/1/1773791293201-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:48:12,
510032,Team Report,manager,excel,2,,reports/2/1773791295470-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-17 23:48:13,
510033,Test Admin Report,admin,excel,1,,reports/1/1773795933348-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 01:05:32,
510034,Test Manager Report,manager,excel,1,,reports/1/1773795933967-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 01:05:33,
510035,Test Individual Report,individual,excel,1,30001,reports/1/1773795934127-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 01:05:33,
510036,Team Report,manager,excel,2,,reports/2/1773795934712-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 01:05:34,
510037,Test Admin Report,admin,excel,1,,reports/1/1773796605098-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 01:16:44,
510038,Test Manager Report,manager,excel,1,,reports/1/1773796605743-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 01:16:45,
510039,Test Individual Report,individual,excel,1,30001,reports/1/1773796605907-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 01:16:45,
510040,Team Report,manager,excel,2,,reports/2/1773796606538-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 01:16:45,
510041,Test Admin Report,admin,excel,1,,reports/1/1773797015916-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 01:23:35,
510042,Test Manager Report,manager,excel,1,,reports/1/1773797016551-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 01:23:35,
510043,Test Individual Report,individual,excel,1,30001,reports/1/1773797016756-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 01:23:36,
510044,Team Report,manager,excel,2,,reports/2/1773797017341-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 01:23:36,
540001,Test Admin Report,admin,excel,1,,reports/1/1773864479248-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 20:07:58,
540002,Test Manager Report,manager,excel,1,,reports/1/1773864479920-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 20:07:59,
540003,Test Individual Report,individual,excel,1,30001,reports/1/1773864480081-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 20:07:59,
540004,Team Report,manager,excel,2,,reports/2/1773864480697-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-18 20:08:00,
540005,Test Admin Report,admin,excel,1,,reports/1/1773880520127-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 00:35:19,
540006,Test Manager Report,manager,excel,1,,reports/1/1773880520786-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 00:35:20,
540007,Test Individual Report,individual,excel,1,30001,reports/1/1773880520943-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 00:35:20,
540008,Team Report,manager,excel,2,,reports/2/1773880521607-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 00:35:20,
540009,Previsão,admin,pdf,1,,reports/1/1773883988506-Previs_o.xlsx,https://d2xsxph8kpxj0f.cloudfront.net/310519663192322263/5n7arrGNHjNdoFCMzyGXcY/reports/1/1773883988506-Previs_o.xlsx,,2026-03-19 01:33:07,
540010,previsão,manager,pdf,1,,reports/1/1773884117429-previs_o.xlsx,https://d2xsxph8kpxj0f.cloudfront.net/310519663192322263/5n7arrGNHjNdoFCMzyGXcY/reports/1/1773884117429-previs_o.xlsx,,2026-03-19 01:35:16,
540011,Test Admin Report,admin,excel,1,,reports/1/1773884141599-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:35:40,
540012,Test Manager Report,manager,excel,1,,reports/1/1773884142237-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:35:41,
540013,Test Individual Report,individual,excel,1,30001,reports/1/1773884142436-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:35:42,
540014,Team Report,manager,excel,2,,reports/2/1773884143072-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:35:42,
540015,previsão,individual,pdf,1,30002,reports/1/1773884160325-previs_o.xlsx,https://d2xsxph8kpxj0f.cloudfront.net/310519663192322263/5n7arrGNHjNdoFCMzyGXcY/reports/1/1773884160325-previs_o.xlsx,,2026-03-19 01:36:00,
540016,Relatório Semanal,manager,pdf,690412,,reports/690412/1773884246304-Relat_rio_Semanal.xlsx,https://d2xsxph8kpxj0f.cloudfront.net/310519663192322263/5n7arrGNHjNdoFCMzyGXcY/reports/690412/1773884246304-Relat_rio_Semanal.xlsx,,2026-03-19 01:37:25,
540017,Financeiro Mentora Test,financeiro_mentora,excel,1,,reports/1/1773885170733-Financeiro_Mentora_Test.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:50,
540018,Financeiro Empresa Test,financeiro_empresa,excel,1,,reports/1/1773885170952-Financeiro_Empresa_Test.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:50,
540019,Financeiro Mentora Jan 2026,financeiro_mentora,excel,1,,reports/1/1773885171150-Financeiro_Mentora_Jan_2026.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:50,
540020,Financeiro Empresa Jan 2026,financeiro_empresa,excel,1,,reports/1/1773885171328-Financeiro_Empresa_Jan_2026.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:51,
540021,Financeiro Mentora desde Jan,financeiro_mentora,excel,1,,reports/1/1773885171517-Financeiro_Mentora_desde_Jan.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:51,
540022,Financeiro Empresa até Jan,financeiro_empresa,excel,1,,reports/1/1773885171721-Financeiro_Empresa_at__Jan.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:51,
540023,Financeiro Mentora Completo,financeiro_mentora,excel,1,,reports/1/1773885171914-Financeiro_Mentora_Completo.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:51,
540024,Financeiro Mentora History Test,financeiro_mentora,excel,1,,reports/1/1773885172113-Financeiro_Mentora_History_Test.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:51,
540025,Financeiro Empresa History Test,financeiro_empresa,excel,1,,reports/1/1773885172336-Financeiro_Empresa_History_Test.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:52,
540026,Financeiro Excel,financeiro_mentora,excel,1,,reports/1/1773885172569-Financeiro_Excel.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:52,
540027,Test Admin Report,admin,excel,1,,reports/1/1773885176169-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:55,
540028,Test Manager Report,manager,excel,1,,reports/1/1773885176856-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:56,
540029,Test Individual Report,individual,excel,1,30001,reports/1/1773885177044-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:56,
540030,Team Report,manager,excel,2,,reports/2/1773885177691-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:52:57,
540031,Financeiro Mentora Test,financeiro_mentora,excel,1,,reports/1/1773885189818-Financeiro_Mentora_Test.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:09,
540032,Financeiro Empresa Test,financeiro_empresa,excel,1,,reports/1/1773885190005-Financeiro_Empresa_Test.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:09,
540033,Financeiro Mentora Jan 2026,financeiro_mentora,excel,1,,reports/1/1773885190195-Financeiro_Mentora_Jan_2026.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:10,
540034,Financeiro Empresa Jan 2026,financeiro_empresa,excel,1,,reports/1/1773885190359-Financeiro_Empresa_Jan_2026.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:10,
540035,Financeiro Mentora desde Jan,financeiro_mentora,excel,1,,reports/1/1773885190542-Financeiro_Mentora_desde_Jan.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:10,
540036,Financeiro Empresa até Jan,financeiro_empresa,excel,1,,reports/1/1773885190724-Financeiro_Empresa_at__Jan.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:10,
540037,Financeiro Mentora Completo,financeiro_mentora,excel,1,,reports/1/1773885190931-Financeiro_Mentora_Completo.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:10,
540038,Financeiro Mentora History Test,financeiro_mentora,excel,1,,reports/1/1773885191137-Financeiro_Mentora_History_Test.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:10,
540039,Financeiro Empresa History Test,financeiro_empresa,excel,1,,reports/1/1773885191344-Financeiro_Empresa_History_Test.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:11,
540040,Financeiro Excel,financeiro_mentora,excel,1,,reports/1/1773885191561-Financeiro_Excel.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:11,
540041,Test Admin Report,admin,excel,1,,reports/1/1773885195025-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:14,
540042,Test Manager Report,manager,excel,1,,reports/1/1773885195866-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:15,
540043,Test Individual Report,individual,excel,1,30001,reports/1/1773885196066-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:15,
540044,Team Report,manager,excel,2,,reports/2/1773885196807-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:16,
540045,Financeiro Mentora Test,financeiro_mentora,excel,1,,reports/1/1773885208754-Financeiro_Mentora_Test.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:28,
540046,Financeiro Empresa Test,financeiro_empresa,excel,1,,reports/1/1773885208947-Financeiro_Empresa_Test.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:28,
540047,Financeiro Mentora Jan 2026,financeiro_mentora,excel,1,,reports/1/1773885209204-Financeiro_Mentora_Jan_2026.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-19 01:53:28,
